data_transacao,id_cliente,id_parceiro,qde_pontos,tipo_transacao
2026-04-02,928,24,207,pontuação
2026-04-22,895,24,439,pontuação
2026-01-18,486,37,103,pontuação
2026-02-13,683,3,383,pontuação
2026-05-02,15,40,100,pontuação
2026-03-13,669,25,272,pontuação
2026-01-03,825,31,855,pontuação
2026-03-20,860,13,643,pontuação
2026-04-08,478,18,522,pontuação
2026-01-22,773,14,651,pontuação
2026-01-27,28,35,560,pontuação
2026-01-11,819,28,599,pontuação
2026-04-17,542,21,594,pontuação
2026-01-01,980,25,662,pontuação
2026-03-30,674,20,153,pontuação
2026-03-13,701,38,788,pontuação
2026-03-06,320,29,294,pontuação
2026-04-14,256,12,625,pontuação
2026-01-10,685,29,188,pontuação
2026-01-24,788,37,133,pontuação
2026-02-19,717,13,715,pontuação
2026-01-31,400,34,540,pontuação
2026-02-16,867,27,708,pontuação
2026-03-30,87,18,251,pontuação
2026-03-13,908,26,798,pontuação
2026-02-20,854,38,535,pontuação
2026-03-26,790,32,878,pontuação
2026-02-09,9,5,819,pontuação
2026-04-25,799,16,10,pontuação
2026-04-12,760,40,615,pontuação
2026-03-23,917,3,676,pontuação
2026-04-24,586,20,707,pontuação
2026-01-21,99,12,431,pontuação
2026-04-05,274,28,742,pontuação
2026-01-13,30,4,220,pontuação
2026-03-25,703,23,781,pontuação
2026-02-12,836,26,576,pontuação
2026-05-02,543,18,169,pontuação
2026-02-15,709,5,51,pontuação
2026-03-16,742,5,101,pontuação
2026-03-11,691,20,63,pontuação
2026-04-27,496,5,990,pontuação
2026-03-02,39,12,761,pontuação
2026-02-08,911,37,755,pontuação
2026-02-27,46,5,961,pontuação
2026-04-30,793,17,77,pontuação
2026-04-18,797,15,931,pontuação
2026-04-27,271,17,707,pontuação
2026-01-31,469,14,196,pontuação
2026-04-16,850,19,913,pontuação
2026-04-15,39,40,202,pontuação
2026-02-12,133,4,866,pontuação
2026-01-01,241,12,961,pontuação
2026-03-02,849,26,372,pontuação
2026-03-24,441,17,719,pontuação
2026-03-26,85,3,22,pontuação
2026-04-11,629,2,427,pontuação
2026-01-14,43,12,131,pontuação
2026-02-01,726,21,833,pontuação
2026-04-13,339,30,445,pontuação
2026-01-26,808,29,426,pontuação
2026-03-01,452,33,255,pontuação
2026-03-05,212,37,183,pontuação
2026-02-09,529,28,705,pontuação
2026-04-27,764,36,943,pontuação
2026-02-13,288,40,457,pontuação
2026-02-13,871,39,759,pontuação
2026-04-10,323,7,709,pontuação
2026-04-27,22,10,443,pontuação
2026-04-22,10,21,687,pontuação
2026-01-13,257,13,552,pontuação
2026-02-13,426,21,32,pontuação
2026-02-08,760,24,40,pontuação
2026-03-30,982,20,977,pontuação
2026-04-01,333,23,728,pontuação
2026-04-24,663,17,403,pontuação
2026-03-30,709,17,504,pontuação
2026-01-16,97,18,960,pontuação
2026-01-13,549,28,73,pontuação
2026-04-16,804,30,550,pontuação
2026-01-10,287,11,910,pontuação
2026-02-25,590,25,26,pontuação
2026-03-31,441,18,585,pontuação
2026-01-30,743,17,723,pontuação
2026-01-08,527,28,528,pontuação
2026-02-16,467,22,902,pontuação
2026-02-04,709,27,707,pontuação
2026-03-14,414,35,906,pontuação
2026-02-04,755,33,174,pontuação
2026-04-16,678,20,331,pontuação
2026-05-01,955,11,682,pontuação
2026-02-19,606,26,95,pontuação
2026-05-04,384,18,845,pontuação
2026-04-24,140,8,588,pontuação
2026-04-19,223,15,881,pontuação
2026-03-03,407,17,55,pontuação
2026-02-13,888,24,908,pontuação
2026-04-15,258,15,842,pontuação
2026-02-15,71,21,782,pontuação
2026-01-31,607,12,669,pontuação
2026-03-14,767,27,508,pontuação
2026-01-28,367,1,724,pontuação
2026-02-24,149,37,488,pontuação
2026-01-20,774,18,293,pontuação
2026-03-29,307,20,144,pontuação
2026-04-30,878,22,15,pontuação
2026-03-06,158,12,252,pontuação
2026-03-03,110,28,580,pontuação
2026-01-06,997,11,544,pontuação
2026-02-10,510,38,88,pontuação
2026-04-21,635,32,547,pontuação
2026-03-05,424,10,835,pontuação
2026-04-17,778,25,89,pontuação
2026-03-25,127,13,565,pontuação
2026-04-01,205,3,605,pontuação
2026-01-12,723,9,326,pontuação
2026-03-30,680,16,14,pontuação
2026-04-18,158,40,673,pontuação
2026-02-18,838,8,200,pontuação
2026-01-22,5,8,889,pontuação
2026-03-23,998,29,551,pontuação
2026-01-24,489,4,974,pontuação
2026-01-19,163,14,692,pontuação
2026-02-18,793,17,840,pontuação
2026-03-26,879,18,983,pontuação
2026-03-29,10,19,425,pontuação
2026-02-13,66,5,980,pontuação
2026-04-25,833,38,433,pontuação
2026-03-30,88,28,300,pontuação
2026-01-20,711,8,253,pontuação
2026-03-29,667,26,86,pontuação
2026-01-18,175,39,88,pontuação
2026-01-31,763,29,780,pontuação
2026-01-22,337,37,729,pontuação
2026-04-07,238,3,518,pontuação
2026-01-27,542,11,156,pontuação
2026-04-09,164,27,367,pontuação
2026-04-28,122,39,742,pontuação
2026-03-26,811,39,468,pontuação
2026-01-15,483,5,276,pontuação
2026-02-04,775,10,139,pontuação
2026-01-22,72,26,24,pontuação
2026-03-04,984,5,119,pontuação
2026-05-02,324,3,259,pontuação
2026-01-17,656,39,513,pontuação
2026-03-04,569,39,958,pontuação
2026-02-21,969,35,64,pontuação
2026-04-10,337,23,993,pontuação
2026-01-17,563,40,113,pontuação
2026-04-04,831,37,206,pontuação
2026-02-06,971,3,879,pontuação
2026-04-03,861,25,94,pontuação
2026-03-21,241,24,347,pontuação
2026-04-13,905,30,770,pontuação
2026-02-02,837,17,422,pontuação
2026-02-02,333,23,884,pontuação
2026-04-17,210,27,843,pontuação
2026-04-19,404,7,704,pontuação
2026-04-05,287,4,274,pontuação
2026-01-16,326,36,821,pontuação
2026-03-08,562,2,847,pontuação
2026-03-18,193,14,414,pontuação
2026-04-07,177,10,105,pontuação
2026-03-14,719,17,669,pontuação
2026-03-25,534,15,572,pontuação
2026-03-12,536,28,373,pontuação
2026-02-18,963,28,392,pontuação
2026-01-22,54,25,564,pontuação
2026-01-09,105,30,268,pontuação
2026-03-25,67,16,117,pontuação
2026-04-18,951,38,73,pontuação
2026-05-03,27,6,604,pontuação
2026-01-05,459,13,499,pontuação
2026-03-22,31,23,606,pontuação
2026-03-08,968,5,233,pontuação
2026-04-21,749,20,761,pontuação
2026-01-07,896,20,662,pontuação
2026-01-07,912,17,355,pontuação
2026-02-11,821,30,820,pontuação
2026-04-08,143,28,711,pontuação
2026-04-16,755,15,348,pontuação
2026-03-06,489,3,304,pontuação
2026-04-07,258,15,764,pontuação
2026-01-27,353,17,661,pontuação
2026-03-13,899,13,515,pontuação
2026-01-13,795,6,8,pontuação
2026-01-16,205,12,570,pontuação
2026-04-21,555,2,350,pontuação
2026-02-16,637,28,759,pontuação
2026-01-08,230,27,600,pontuação
2026-01-24,706,33,636,pontuação
2026-01-20,919,40,193,pontuação
2026-01-13,266,1,237,pontuação
2026-04-07,322,14,937,pontuação
2026-04-30,357,28,69,pontuação
2026-01-21,760,7,985,pontuação
2026-02-02,15,37,862,pontuação
2026-02-15,191,10,478,pontuação
2026-02-27,8,31,756,pontuação
2026-04-13,116,22,638,pontuação
2026-04-02,841,10,481,pontuação
2026-01-06,851,35,749,pontuação
2026-02-24,173,25,787,pontuação
2026-01-30,82,19,206,pontuação
2026-03-05,403,4,657,pontuação
2026-04-26,865,15,689,pontuação
2026-03-30,880,16,127,pontuação
2026-03-11,231,8,838,pontuação
2026-02-24,541,21,540,pontuação
2026-01-15,727,34,774,pontuação
2026-04-05,682,20,572,pontuação
2026-02-06,382,15,353,pontuação
2026-01-26,759,26,55,pontuação
2026-03-10,572,22,603,pontuação
2026-03-26,143,5,645,pontuação
2026-03-02,766,9,878,pontuação
2026-02-24,535,7,312,pontuação
2026-04-16,471,10,513,pontuação
2026-02-25,428,25,61,pontuação
2026-01-02,390,6,313,pontuação
2026-03-30,775,15,694,pontuação
2026-01-04,610,39,893,pontuação
2026-03-03,517,13,765,pontuação
2026-01-22,9,6,462,pontuação
2026-01-19,340,25,562,pontuação
2026-03-15,105,1,93,pontuação
2026-04-21,199,23,401,pontuação
2026-04-20,665,3,331,pontuação
2026-02-03,393,22,898,pontuação
2026-02-25,101,2,194,pontuação
2026-01-29,213,38,218,pontuação
2026-01-12,188,33,427,pontuação
2026-02-08,254,14,479,pontuação
2026-02-10,22,32,482,pontuação
2026-03-21,818,1,74,pontuação
2026-01-26,407,24,914,pontuação
2026-02-10,554,40,388,pontuação
2026-03-06,567,29,132,pontuação
2026-04-24,654,7,211,pontuação
2026-02-01,65,6,116,pontuação
2026-01-23,748,10,754,pontuação
2026-04-21,94,35,495,pontuação
2026-03-14,934,7,881,pontuação
2026-04-10,612,39,161,pontuação
2026-01-22,461,9,607,pontuação
2026-03-01,543,22,374,pontuação
2026-04-08,904,23,773,pontuação
2026-01-11,89,4,560,pontuação
2026-05-01,724,17,683,pontuação
2026-02-23,934,26,855,pontuação
2026-03-10,46,9,386,pontuação
2026-01-11,317,30,91,pontuação
2026-03-05,871,37,778,pontuação
2026-02-15,784,35,582,pontuação
2026-04-25,638,7,183,pontuação
2026-02-22,473,29,672,pontuação
2026-04-18,782,30,24,pontuação
2026-04-02,492,5,833,pontuação
2026-01-03,196,21,372,pontuação
2026-01-13,910,37,823,pontuação
2026-01-16,180,4,55,pontuação
2026-03-21,856,20,425,pontuação
2026-03-08,738,16,652,pontuação
2026-02-06,802,23,917,pontuação
2026-02-17,889,11,590,pontuação
2026-04-13,405,38,225,pontuação
2026-04-24,46,21,104,pontuação
2026-03-28,753,22,664,pontuação
2026-04-18,338,39,380,pontuação
2026-03-12,165,2,37,pontuação
2026-02-28,842,36,683,pontuação
2026-04-04,44,9,166,pontuação
2026-04-16,90,31,836,pontuação
2026-04-28,786,36,706,pontuação
2026-03-08,300,25,455,pontuação
2026-03-29,602,13,461,pontuação
2026-02-13,838,14,905,pontuação
2026-04-20,735,14,572,pontuação
2026-04-20,436,25,787,pontuação
2026-05-02,63,29,678,pontuação
2026-01-15,167,40,902,pontuação
2026-01-08,368,12,807,pontuação
2026-02-22,667,13,199,pontuação
2026-01-27,567,23,778,pontuação
2026-02-24,321,38,107,pontuação
2026-02-22,268,7,745,pontuação
2026-01-01,310,27,485,pontuação
2026-02-18,16,3,437,pontuação
2026-01-16,382,37,879,pontuação
2026-02-03,189,16,58,pontuação
2026-03-02,835,21,7,pontuação
2026-01-01,589,1,745,pontuação
2026-01-20,556,2,939,pontuação
2026-05-01,302,27,506,pontuação
2026-02-28,471,36,762,pontuação
2026-03-13,231,7,287,pontuação
2026-03-26,695,23,256,pontuação
2026-04-09,231,27,41,pontuação
2026-03-12,151,35,970,pontuação
2026-03-26,690,36,655,pontuação
2026-03-18,815,10,646,pontuação
2026-02-26,509,20,240,pontuação
2026-03-27,834,6,406,pontuação
2026-01-12,440,28,570,pontuação
2026-03-05,113,10,820,pontuação
2026-03-08,706,31,400,pontuação
2026-03-19,977,12,674,pontuação
2026-02-06,464,9,645,pontuação
2026-01-30,915,25,102,pontuação
2026-01-18,438,30,144,pontuação
2026-01-19,286,21,905,pontuação
2026-03-25,473,35,240,pontuação
2026-03-31,57,29,459,pontuação
2026-02-15,890,17,52,pontuação
2026-04-27,913,9,150,pontuação
2026-02-27,568,35,30,pontuação
2026-02-04,443,4,785,pontuação
2026-03-10,252,17,660,pontuação
2026-04-05,944,19,833,pontuação
2026-01-28,782,14,638,pontuação
2026-01-04,891,6,643,pontuação
2026-03-03,714,32,139,pontuação
2026-01-11,363,12,235,pontuação
2026-01-08,180,8,147,pontuação
2026-02-23,943,33,747,pontuação
2026-01-30,259,4,130,pontuação
2026-02-22,692,10,888,pontuação
2026-03-24,406,11,408,pontuação
2026-02-17,10,32,548,pontuação
2026-03-23,504,26,475,pontuação
2026-03-24,128,18,155,pontuação
2026-01-23,682,4,760,pontuação
2026-04-30,66,18,203,pontuação
2026-03-22,294,9,50,pontuação
2026-03-20,335,33,28,pontuação
2026-03-26,232,16,242,pontuação
2026-04-26,133,19,65,pontuação
2026-01-05,567,28,520,pontuação
2026-04-13,10,14,367,pontuação
2026-05-01,44,35,385,pontuação
2026-04-05,972,37,589,pontuação
2026-03-23,240,14,574,pontuação
2026-04-02,943,37,356,pontuação
2026-03-19,690,8,422,pontuação
2026-02-23,689,19,194,pontuação
2026-01-22,546,31,142,pontuação
2026-02-13,608,8,981,pontuação
2026-02-12,650,15,104,pontuação
2026-01-30,496,22,216,pontuação
2026-03-16,253,27,163,pontuação
2026-01-10,218,14,702,pontuação
2026-02-16,211,22,360,pontuação
2026-03-11,452,37,540,pontuação
2026-01-09,711,39,688,pontuação
2026-03-29,785,40,294,pontuação
2026-04-23,555,1,698,pontuação
2026-04-26,845,13,870,pontuação
2026-04-06,482,1,525,pontuação
2026-02-02,982,30,67,pontuação
2026-04-20,88,7,603,pontuação
2026-03-22,805,23,925,pontuação
2026-02-22,622,21,137,pontuação
2026-01-15,491,27,245,pontuação
2026-02-19,412,35,188,pontuação
2026-01-12,843,36,981,pontuação
2026-04-05,339,27,236,pontuação
2026-01-22,88,23,353,pontuação
2026-03-08,595,22,990,pontuação
2026-04-16,289,22,334,pontuação
2026-04-03,831,10,354,pontuação
2026-01-03,927,37,843,pontuação
2026-03-18,558,30,117,pontuação
2026-01-05,4,24,223,pontuação
2026-01-24,620,25,689,pontuação
2026-03-14,369,3,61,pontuação
2026-04-10,470,4,945,pontuação
2026-04-20,329,32,690,pontuação
2026-03-16,558,39,707,pontuação
2026-01-13,223,26,867,pontuação
2026-03-15,994,12,139,pontuação
2026-03-11,950,7,653,pontuação
2026-03-13,25,23,267,pontuação
2026-02-17,431,9,881,pontuação
2026-03-12,141,33,91,pontuação
2026-03-21,276,27,200,pontuação
2026-02-18,506,3,580,pontuação
2026-04-08,120,8,384,pontuação
2026-02-19,246,9,777,pontuação
2026-04-23,927,28,753,pontuação
2026-02-25,881,31,880,pontuação
2026-04-11,383,6,342,pontuação
2026-02-07,287,19,650,pontuação
2026-02-23,168,22,252,pontuação
2026-02-18,255,2,539,pontuação
2026-01-14,342,39,899,pontuação
2026-01-14,357,3,397,pontuação
2026-02-01,465,12,1,pontuação
2026-04-28,115,22,269,pontuação
2026-02-05,845,17,965,pontuação
2026-04-16,622,24,337,pontuação
2026-03-23,845,37,115,pontuação
2026-04-12,892,33,178,pontuação
2026-01-27,617,31,170,pontuação
2026-02-19,481,30,756,pontuação
2026-02-20,431,32,812,pontuação
2026-03-10,784,26,710,pontuação
2026-03-14,793,10,577,pontuação
2026-03-08,993,3,708,pontuação
2026-01-15,324,27,910,pontuação
2026-02-09,821,8,908,pontuação
2026-04-05,567,15,3,pontuação
2026-01-20,829,34,699,pontuação
2026-02-08,7,25,985,pontuação
2026-03-21,704,31,23,pontuação
2026-03-10,96,18,718,pontuação
2026-04-27,168,38,158,pontuação
2026-02-12,568,18,613,pontuação
2026-01-27,919,25,219,pontuação
2026-01-26,909,40,571,pontuação
2026-05-02,955,13,831,pontuação
2026-03-13,348,11,998,pontuação
2026-05-02,985,15,22,pontuação
2026-03-14,814,29,324,pontuação
2026-02-08,928,39,37,pontuação
2026-03-11,48,3,59,pontuação
2026-01-05,462,14,174,pontuação
2026-03-28,684,21,62,pontuação
2026-02-04,614,28,249,pontuação
2026-01-17,961,15,785,pontuação
2026-02-23,527,23,809,pontuação
2026-03-09,593,28,100,pontuação
2026-04-10,313,15,590,pontuação
2026-01-30,742,24,197,pontuação
2026-03-10,510,9,158,pontuação
2026-04-26,459,1,700,pontuação
2026-03-23,683,15,674,pontuação
2026-03-26,50,8,843,pontuação
2026-03-02,764,27,552,pontuação
2026-04-20,736,21,270,pontuação
2026-03-26,158,7,666,pontuação
2026-02-05,472,24,80,pontuação
2026-01-24,652,7,154,pontuação
2026-02-10,732,14,449,pontuação
2026-03-06,888,33,552,pontuação
2026-03-07,372,35,787,pontuação
2026-02-08,217,15,636,pontuação
2026-01-11,792,14,616,pontuação
2026-02-24,253,9,423,pontuação
2026-02-15,706,24,327,pontuação
2026-03-06,320,39,66,pontuação
2026-02-11,967,21,938,pontuação
2026-01-22,319,32,964,pontuação
2026-01-01,348,39,722,pontuação
2026-02-23,660,22,342,pontuação
2026-04-05,727,24,997,pontuação
2026-02-06,771,24,469,pontuação
2026-05-02,241,26,55,pontuação
2026-02-03,65,23,850,pontuação
2026-03-26,993,30,429,pontuação
2026-05-02,974,1,430,pontuação
2026-03-24,467,7,32,pontuação
2026-02-19,938,29,447,pontuação
2026-04-28,27,7,767,pontuação
2026-03-10,804,25,152,pontuação
2026-01-09,400,25,499,pontuação
2026-04-24,495,25,487,pontuação
2026-04-27,704,9,849,pontuação
2026-01-13,818,18,925,pontuação
2026-03-28,248,31,464,pontuação
2026-04-17,749,15,378,pontuação
2026-03-01,309,30,759,pontuação
2026-04-23,130,25,959,pontuação
2026-03-08,628,36,830,pontuação
2026-05-05,784,16,50,pontuação
2026-03-31,282,20,217,pontuação
2026-01-16,102,19,712,pontuação
2026-03-02,275,31,613,pontuação
2026-04-29,933,38,828,pontuação
2026-03-02,263,1,782,pontuação
2026-03-08,576,17,225,pontuação
2026-04-13,663,1,899,pontuação
2026-03-22,945,22,400,pontuação
2026-02-11,387,26,992,pontuação
2026-03-05,919,40,794,pontuação
2026-01-29,76,29,166,pontuação
2026-01-07,70,29,975,pontuação
2026-02-18,20,15,784,pontuação
2026-03-19,583,38,619,pontuação
2026-02-11,633,39,891,pontuação
2026-04-07,271,23,276,pontuação
2026-04-06,34,25,166,pontuação
2026-03-05,247,12,102,pontuação
2026-04-22,872,10,535,pontuação
2026-01-08,448,35,691,pontuação
2026-04-28,276,20,118,pontuação
2026-03-15,846,21,95,pontuação
2026-03-17,767,34,141,pontuação
2026-01-25,644,20,790,pontuação
2026-01-22,104,30,126,pontuação
2026-02-07,962,34,714,pontuação
2026-01-05,459,4,721,pontuação
2026-01-01,685,33,398,pontuação
2026-01-12,740,29,594,pontuação
2026-02-11,131,40,295,pontuação
2026-01-29,578,9,585,pontuação
2026-03-10,615,16,612,pontuação
2026-03-04,698,34,615,pontuação
2026-01-29,555,26,720,pontuação
2026-02-11,737,9,535,pontuação
2026-02-28,567,19,454,pontuação
2026-04-29,762,12,224,pontuação
2026-01-15,643,8,572,pontuação
2026-01-21,689,22,592,pontuação
2026-03-22,447,32,347,pontuação
2026-04-04,797,34,314,pontuação
2026-03-06,546,33,547,pontuação
2026-03-25,675,11,547,pontuação
2026-01-27,899,24,222,pontuação
2026-04-22,200,38,849,pontuação
2026-04-21,552,32,134,pontuação
2026-04-11,684,7,170,pontuação
2026-04-10,542,4,888,pontuação
2026-04-27,927,23,871,pontuação
2026-04-10,840,16,821,pontuação
2026-01-31,713,12,349,pontuação
2026-01-02,425,12,208,pontuação
2026-03-28,870,33,77,pontuação
2026-01-31,539,30,974,pontuação
2026-04-21,625,37,770,pontuação
2026-01-15,924,9,761,pontuação
2026-05-04,790,11,411,pontuação
2026-02-12,501,26,122,pontuação
2026-01-15,869,25,29,pontuação
2026-02-23,109,18,925,pontuação
2026-02-03,164,28,197,pontuação
2026-02-20,484,11,576,pontuação
2026-02-13,143,16,195,pontuação
2026-05-02,704,25,723,pontuação
2026-05-01,70,38,837,pontuação
2026-04-15,681,10,186,pontuação
2026-04-21,94,8,944,pontuação
2026-02-03,332,32,366,pontuação
2026-02-03,657,8,995,pontuação
2026-03-24,645,18,583,pontuação
2026-03-02,236,17,332,pontuação
2026-04-26,714,5,146,pontuação
2026-02-04,866,18,463,pontuação
2026-01-11,713,12,404,pontuação
2026-04-05,618,8,164,pontuação
2026-04-06,811,26,230,pontuação
2026-04-05,790,24,662,pontuação
2026-02-18,960,39,893,pontuação
2026-01-11,171,2,713,pontuação
2026-05-05,722,38,941,pontuação
2026-01-05,466,17,792,pontuação
2026-01-03,579,33,696,pontuação
2026-05-02,317,40,207,pontuação
2026-04-10,280,29,311,pontuação
2026-03-24,972,32,204,pontuação
2026-03-05,315,20,895,pontuação
2026-02-19,140,19,137,pontuação
2026-01-01,905,20,63,pontuação
2026-03-04,404,27,482,pontuação
2026-04-12,265,13,85,pontuação
2026-02-18,378,13,914,pontuação
2026-03-29,243,13,673,pontuação
2026-03-29,661,5,38,pontuação
2026-04-30,908,16,782,pontuação
2026-01-19,553,20,829,pontuação
2026-02-03,519,10,841,pontuação
2026-02-05,37,17,803,pontuação
2026-01-01,717,31,570,pontuação
2026-04-04,768,13,588,pontuação
2026-03-05,346,5,524,pontuação
2026-05-04,272,10,694,pontuação
2026-03-24,61,13,179,pontuação
2026-04-30,133,12,900,pontuação
2026-01-14,923,3,670,pontuação
2026-04-25,56,6,131,pontuação
2026-01-05,417,25,107,pontuação
2026-04-19,284,6,762,pontuação
2026-03-07,172,7,919,pontuação
2026-03-07,995,17,808,pontuação
2026-04-17,100,21,509,pontuação
2026-04-04,178,38,73,pontuação
2026-03-27,403,29,836,pontuação
2026-04-03,684,24,293,pontuação
2026-03-05,786,2,797,pontuação
2026-04-17,204,2,198,pontuação
2026-04-05,497,23,701,pontuação
2026-02-11,847,26,823,pontuação
2026-01-04,166,1,831,pontuação
2026-01-25,661,28,920,pontuação
2026-02-06,449,14,473,pontuação
2026-02-15,480,1,795,pontuação
2026-05-04,920,20,609,pontuação
2026-04-25,809,29,987,pontuação
2026-03-15,334,27,310,pontuação
2026-04-16,536,24,79,pontuação
2026-03-18,62,2,98,pontuação
2026-01-18,55,3,111,pontuação
2026-01-20,434,16,954,pontuação
2026-01-14,982,39,249,pontuação
2026-02-15,401,10,221,pontuação
2026-03-17,286,21,870,pontuação
2026-03-05,281,38,364,pontuação
2026-04-13,991,19,212,pontuação
2026-02-02,515,4,30,pontuação
2026-03-15,15,12,391,pontuação
2026-01-19,851,36,199,pontuação
2026-01-26,627,20,546,pontuação
2026-04-30,154,10,799,pontuação
2026-02-24,798,18,130,pontuação
2026-01-07,9,11,156,pontuação
2026-01-05,609,34,44,pontuação
2026-02-24,444,38,83,pontuação
2026-04-07,330,22,290,pontuação
2026-01-28,551,18,703,pontuação
2026-03-16,674,31,570,pontuação
2026-04-17,602,38,822,pontuação
2026-01-17,726,22,675,pontuação
2026-01-20,913,17,453,pontuação
2026-02-08,583,25,390,pontuação
2026-02-26,125,11,195,pontuação
2026-02-02,777,39,801,pontuação
2026-02-09,639,9,277,pontuação
2026-03-24,70,37,511,pontuação
2026-02-03,606,26,251,pontuação
2026-01-13,359,36,179,pontuação
2026-02-28,245,28,259,pontuação
2026-04-05,863,4,452,pontuação
2026-02-13,339,22,294,pontuação
2026-01-28,778,29,507,pontuação
2026-01-11,975,23,794,pontuação
2026-02-02,473,13,71,pontuação
2026-04-17,923,14,660,pontuação
2026-04-16,550,39,390,pontuação
2026-03-07,266,3,412,pontuação
2026-02-08,605,10,727,pontuação
2026-01-31,885,23,744,pontuação
2026-01-30,998,16,906,pontuação
2026-04-02,436,11,436,pontuação
2026-04-14,894,2,123,pontuação
2026-02-01,176,16,129,pontuação
2026-02-14,112,32,960,pontuação
2026-04-01,230,17,183,pontuação
2026-04-17,179,20,610,pontuação
2026-04-28,66,37,212,pontuação
2026-02-11,290,4,914,pontuação
2026-04-02,378,31,237,pontuação
2026-02-26,654,18,616,pontuação
2026-02-12,565,25,2,pontuação
2026-04-07,966,25,431,pontuação
2026-02-28,242,26,259,pontuação
2026-03-10,73,24,118,pontuação
2026-04-30,3,29,651,pontuação
2026-01-15,615,38,790,pontuação
2026-01-31,969,13,915,pontuação
2026-01-16,627,6,776,pontuação
2026-04-23,819,9,837,pontuação
2026-04-02,314,35,224,pontuação
2026-05-04,298,20,753,pontuação
2026-01-27,264,17,396,pontuação
2026-02-19,908,2,357,pontuação
2026-01-15,849,39,961,pontuação
2026-03-12,320,14,290,pontuação
2026-04-06,958,33,912,pontuação
2026-04-03,125,32,121,pontuação
2026-02-12,358,13,739,pontuação
2026-03-25,47,39,147,pontuação
2026-04-02,909,29,953,pontuação
2026-01-17,658,22,307,pontuação
2026-04-12,608,38,506,pontuação
2026-04-18,585,15,783,pontuação
2026-02-24,731,18,369,pontuação
2026-03-03,11,33,595,pontuação
2026-03-20,334,12,956,pontuação
2026-04-28,91,3,297,pontuação
2026-01-04,414,13,791,pontuação
2026-02-03,305,3,241,pontuação
2026-04-20,491,36,260,pontuação
2026-01-02,462,8,780,pontuação
2026-01-09,286,4,435,pontuação
2026-03-11,434,14,269,pontuação
2026-04-20,880,4,118,pontuação
2026-01-02,858,20,912,pontuação
2026-04-28,229,5,847,pontuação
2026-01-04,364,29,182,pontuação
2026-03-28,392,32,800,pontuação
2026-02-17,775,10,878,pontuação
2026-03-15,135,14,247,pontuação
2026-04-25,556,36,440,pontuação
2026-02-02,4,15,383,pontuação
2026-05-02,359,22,131,pontuação
2026-01-04,951,40,440,pontuação
2026-02-09,10,9,367,pontuação
2026-01-09,757,10,789,pontuação
2026-04-02,41,12,279,pontuação
2026-01-12,703,35,6,pontuação
2026-04-23,952,3,332,pontuação
2026-03-16,176,9,544,pontuação
2026-01-21,382,17,113,pontuação
2026-02-03,555,13,638,pontuação
2026-03-21,535,27,782,pontuação
2026-04-09,954,29,414,pontuação
2026-04-03,232,39,855,pontuação
2026-03-27,326,36,37,pontuação
2026-05-03,220,24,150,pontuação
2026-02-01,318,30,188,pontuação
2026-04-01,908,20,772,pontuação
2026-01-08,846,36,721,pontuação
2026-01-28,690,6,772,pontuação
2026-02-21,131,32,923,pontuação
2026-04-04,121,26,652,pontuação
2026-01-02,238,14,512,pontuação
2026-02-04,264,37,659,pontuação
2026-02-20,698,30,912,pontuação
2026-04-05,818,8,52,pontuação
2026-01-08,463,17,167,pontuação
2026-03-08,761,30,414,pontuação
2026-02-24,218,23,475,pontuação
2026-03-21,918,35,851,pontuação
2026-03-21,486,8,873,pontuação
2026-02-13,698,11,602,pontuação
2026-02-05,11,27,436,pontuação
2026-03-12,186,1,397,pontuação
2026-03-28,7,29,841,pontuação
2026-02-15,501,30,632,pontuação
2026-04-03,967,7,807,pontuação
2026-01-21,106,8,461,pontuação
2026-03-27,987,39,267,pontuação
2026-02-07,149,6,557,pontuação
2026-01-06,156,35,760,pontuação
2026-04-07,700,12,291,pontuação
2026-02-21,145,19,309,pontuação
2026-02-10,289,18,245,pontuação
2026-04-27,160,35,461,pontuação
2026-04-26,654,2,258,pontuação
2026-03-15,184,35,528,pontuação
2026-03-12,413,20,44,pontuação
2026-02-18,489,6,700,pontuação
2026-02-25,24,39,37,pontuação
2026-01-16,746,2,449,pontuação
2026-02-22,105,14,411,pontuação
2026-01-08,406,13,543,pontuação
2026-04-23,33,13,737,pontuação
2026-04-09,11,22,526,pontuação
2026-03-20,731,5,980,pontuação
2026-01-19,564,23,433,pontuação
2026-02-27,147,20,150,pontuação
2026-01-30,406,36,791,pontuação
2026-04-30,213,4,173,pontuação
2026-03-26,148,4,259,pontuação
2026-02-05,726,19,113,pontuação
2026-03-14,114,26,922,pontuação
2026-03-22,649,24,806,pontuação
2026-02-14,629,28,904,pontuação
2026-03-21,14,25,13,pontuação
2026-01-22,926,13,266,pontuação
2026-01-11,649,18,64,pontuação
2026-02-19,782,6,728,pontuação
2026-04-24,124,16,611,pontuação
2026-03-26,545,28,631,pontuação
2026-04-11,217,29,875,pontuação
2026-03-18,409,7,217,pontuação
2026-03-08,1,25,702,pontuação
2026-03-19,583,28,269,pontuação
2026-03-08,871,21,981,pontuação
2026-02-07,37,13,790,pontuação
2026-03-22,21,21,602,pontuação
2026-01-08,386,39,545,pontuação
2026-04-02,511,14,925,pontuação
2026-04-02,935,18,364,pontuação
2026-04-20,29,9,105,pontuação
2026-03-08,278,30,242,pontuação
